"TL","meanTL","Omnv","Basal","Int","Top","Links","Gen","Vul","Taxa","TLAgg","meanTLAgg","OmnvAgg","BasalAgg","IntAgg","TopAgg","LinksAgg","GenAgg","VulAgg","SAgg"
3.03571428571429,1.62547208538588,0.155172413793103,0.482758620689655,0.396551724137931,0.120689655172414,126,1.95322411625861,1.30236815286733,58,3,1.63708010335917,0.162790697674419,0.465116279069767,0.418604651162791,0.116279069767442,88,1.7519455649349,1.25692933759257,43
3,1.5443661971831,0.140845070422535,0.535211267605634,0.309859154929577,0.154929577464789,148,2.24683679696468,1.55290750049795,71,3,1.56636904761905,0.160714285714286,0.517857142857143,0.303571428571429,0.178571428571429,125,1.96487912188927,1.34533267261299,56
2.6,1.52876602564103,0.15625,0.53125,0.34375,0.125,140,0.820539490797284,1.48216520442872,32,2.6,1.59097222222222,0.208333333333333,0.5,0.333333333333333,0.166666666666667,92,0.834451730266931,1.215499475226,24
3.13333333333333,1.5072323481962,0.0843373493975904,0.55421686746988,0.385542168674699,0.0602409638554217,415,1.19225140580087,1.53591158282106,83,3.14166666666667,1.52030900967982,0.0886075949367089,0.544303797468354,0.392405063291139,0.0632911392405063,405,1.18419606293114,1.47346761491531,79
3.02777777777778,1.53743787837716,0.0860215053763441,0.537634408602151,0.397849462365591,0.0645161290322581,538,1.36917384221576,1.34741372665687,93,3.01041666666667,1.49874168417367,0.0681818181818182,0.568181818181818,0.375,0.0568181818181818,468,1.3122333887043,1.42506875430181,88
3.30692855846042,1.72768488228905,0.271028037383178,0.467289719626168,0.457943925233645,0.0747663551401869,966,1.06509182096257,1.26425159661397,107,3.32724066057399,1.658325086603,0.265957446808511,0.521276595744681,0.393617021276596,0.0851063829787234,730,0.957372680268889,1.4053085138575,94
3.48176370138867,1.78894711797791,0.2,0.371428571428571,0.628571428571429,0,286,0.843944186231164,0.886703019040584,35,3.80597014925373,1.94029850746269,0.307692307692308,0.230769230769231,0.769230769230769,0,40,0.600173586001028,0.874702330319673,13
3.6380266075388,1.85856328761755,0.181818181818182,0.340909090909091,0.636363636363636,0.0227272727272727,386,1.05591334139437,0.891428467921778,44,4.08088235294118,2.35958389037433,0.375,0.1875,0.8125,0,46,0.831636583903967,1.06924703644796,16
3.24281632519779,1.65219133157198,0.208333333333333,0.489583333333333,0.40625,0.104166666666667,634,1.28473972027534,1.31994987763492,96,3.26713935182223,1.58578634920939,0.197674418604651,0.546511627906977,0.372093023255814,0.0813953488372093,491,1.17076487720067,1.47301551863462,86
4.13252253114285,3.07561628458349,0.692307692307692,0.115384615384615,0.846153846153846,0.0384615384615385,189,0.848512301061387,0.707424621762666,26,3.94920041868905,2.89880662640967,0.84,0.12,0.84,0.04,168,0.836868917022347,0.73596803683799,25
3.85235433604336,2.40896481224392,0.625,0.125,0.84375,0.03125,139,0.954788187581255,0.798796324970323,32,3.82321428571429,2.35062461053124,0.607142857142857,0.142857142857143,0.857142857142857,0,108,0.863374093296682,0.848834639901951,28
3.84930555555555,2.3571056297098,0.606060606060606,0.151515151515152,0.818181818181818,0.0303030303030303,141,0.960132167980506,0.828029370978626,33,3.82321428571429,2.29943527588714,0.586206896551724,0.172413793103448,0.827586206896552,0,109,0.881416293124221,0.881416293124221,29
3,1.44939827158904,0.0714285714285714,0.591836734693878,0.346938775510204,0.0612244897959184,629,1.22105220990934,1.56442804220962,98,3,1.4458348718614,0.0638297872340425,0.595744680851064,0.340425531914894,0.0638297872340425,572,1.20608995795731,1.55448465746845,94
2,1.56969696969697,0,0.43030303030303,0.56969696969697,0,114,1.62700973101575,1.27486087555074,165,2,1.51145038167939,0,0.488549618320611,0.511450381679389,0,79,1.21122059465004,1.27916724571803,131
3.125,1.67932100265806,0.221153846153846,0.461538461538462,0.394230769230769,0.144230769230769,342,1.85417590866185,1.32630743823255,104,3.125,1.63761599435893,0.202380952380952,0.5,0.380952380952381,0.119047619047619,263,1.58093107433252,1.33106965032364,84
3.2233889361881,1.74423040929335,0.172413793103448,0.379310344827586,0.597701149425287,0.0229885057471264,1654,0.987917674436244,0.940710615270659,87,4.10433669195606,2.33354665773161,0.48,0.24,0.72,0.04,90,0.921284663987611,0.965585815491399,25
3.9025641025641,2.3955647955648,0.108108108108108,0.027027027027027,0.810810810810811,0.162162162162162,74,1.4481789330819,1.56347191994114,37,3,1.51190476190476,0.1875,0.625,0.25,0.125,20,0.946572765295939,1.90438091427809,16
3.12044963558334,1.97263627215706,0.230769230769231,0.269230769230769,0.730769230769231,0,103,0.840186792763315,1.43769329600748,26,3.11993118702384,1.93395183091669,0.25,0.35,0.65,0,69,0.694093091452617,1.30468679382295,20
3.38888888888889,2.06749931749932,0.324324324324324,0.135135135135135,0.648648648648649,0.216216216216216,79,1.27388082163768,1.18465880120816,37,3.33333333333333,1.91699735449735,0.25,0.291666666666667,0.458333333333333,0.25,34,1.24747375232913,1.09980372170105,24
4.61692647650128,3.17757562002538,0.8375,0.125,0.7625,0.1125,1446,0.830495067858534,0.68485780773044,80,4.63607611151504,3.23244618298181,0.844155844155844,0.116883116883117,0.766233766233766,0.116883116883117,1352,0.852714471697779,0.700790246732737,77
3.26099537037037,1.82937885802469,0.230769230769231,0.320512820512821,0.58974358974359,0.0897435897435897,241,2.03975185826012,1.17586780540581,78,3.14880952380952,1.70325917252147,0.180327868852459,0.409836065573771,0.491803278688525,0.0983606557377049,164,1.8629038401986,1.17923003780193,61
3.91699336190864,2.49791182674762,0.65,0.075,0.85,0.075,241,1.11592169811695,0.786155518701763,40,3.98472738533462,2.590784175943,0.769230769230769,0.115384615384615,0.769230769230769,0.115384615384615,119,0.933476909136616,0.645697575013756,26
3,1.99,0.16,0.14,0.68,0.18,131,2.05597045331082,1.55353070844111,50,2,1.5,0,0.5,0.5,0,3,1.67332005306815,1.09544511501033,6
3.96292479019004,2.53976001441518,0.7,0.1,0.9,0,185,1.12688816905344,0.634046781345225,40,4.0600089735364,2.53726979573665,0.666666666666667,0.121212121212121,0.878787878787879,0,128,1.03076160309835,0.643749525940359,33
2.71428571428571,1.31652209345126,0.112781954887218,0.729323308270677,0.203007518796992,0.0676691729323308,416,1.06721556714591,1.86397897913281,133,2.71428571428571,1.40617292539912,0.142857142857143,0.657142857142857,0.257142857142857,0.0857142857142857,379,0.994081893415906,1.5650795707378,105
3.51674603174603,1.96980980286403,0.184873949579832,0.168067226890756,0.722689075630252,0.109243697478992,310,2.85440625267182,1.44430631830874,119,3.5,1.96483333333333,0.16,0.2,0.64,0.16,103,1.54884040131493,0.992478072828198,50
3.34017857142857,1.69914148351648,0.102564102564103,0.41025641025641,0.551282051282051,0.0384615384615385,268,1.87951907005115,1.20192257163632,78,3.35730158730159,1.71481701940035,0.111111111111111,0.402777777777778,0.555555555555556,0.0416666666666667,242,1.83764358955124,1.1617808032683,72
5.50725638067742,2.92188043317182,0.725663716814159,0.194690265486726,0.805309734513274,0,1902,0.44769354232731,1.28189351771138,113,5.56987885862491,3.07619558246892,0.738636363636364,0.193181818181818,0.806818181818182,0,1274,0.460925651461225,1.20384052701735,88
3.38333333333333,2.02223875661376,0.1875,0.1875,0.604166666666667,0.208333333333333,138,1.05115890522858,1.1627765175558,48,3.40714285714286,2.01384898170612,0.214285714285714,0.214285714285714,0.547619047619048,0.238095238095238,107,1.11090854480887,1.15404663404375,42
4,2.62567672491197,0.241758241758242,0.032967032967033,0.945054945054945,0.021978021978022,1834,1.07975878233459,0.96181994418637,91,4,2.64338608440171,0.529411764705882,0.176470588235294,0.823529411764706,0,75,0.621056447604492,1.18880892773678,17
2,1.5,0,0.5,0.5,0,178,1.37475605359056,1.3199954161592,56,2,1.51851851851852,0,0.481481481481481,0.518518518518518,0,174,1.37826896276533,1.25110051839297,54
3.81693228414463,2.57795982119304,0.486486486486487,0.0810810810810811,0.918918918918919,0,380,0.529168802389158,1.13170252963136,37,5.29297228695885,3.4636126173929,0.684210526315789,0.105263157894737,0.894736842105263,0,113,0.714406532413235,0.791583452958176,19
4.40287464600752,2.77757992769844,0.6875,0.125,0.708333333333333,0.166666666666667,221,0.911336089438964,0.745333555441122,48,4.19950491234731,2.66004041737115,0.619047619047619,0.142857142857143,0.69047619047619,0.166666666666667,156,0.961181922640572,0.709297469931688,42
3.6,2.26027708488945,0.5,0.136363636363636,0.772727272727273,0.0909090909090909,218,0.789486846725909,1.0291180584034,44,3.59375,2.2577140744415,0.5,0.15,0.75,0.1,187,0.800922336989074,0.974091918918397,40
3.5,1.52130415042317,0.107142857142857,0.5625,0.401785714285714,0.0357142857142857,832,1.35951443262301,1.44417873556828,112,3.5,1.50310603732666,0.102803738317757,0.570093457943925,0.392523364485981,0.0373831775700935,823,1.32206430860845,1.40543565064333,107
3.14285714285714,1.44196428571429,0.0625,0.6125,0.3625,0.025,335,1.22305548349966,1.72125506396853,80,3.14285714285714,1.4532967032967,0.0641025641025641,0.602564102564103,0.371794871794872,0.0256410256410256,333,1.20899493752706,1.68514792894459,78
2.8125,1.34543918918919,0.027027027027027,0.675675675675676,0.310810810810811,0.0135135135135135,391,1.10022542145916,1.60759579986192,74,2.88636363636364,1.35606060606061,0.0277777777777778,0.666666666666667,0.319444444444444,0.0138888888888889,389,1.08266982783382,1.5790154376043,72
2.55991357210869,1.26323671941936,0.0348837209302326,0.732558139534884,0.255813953488372,0.0116279069767442,423,0.938295249801011,2.33839216975198,86,2.76923076923077,1.24260355029586,0.0153846153846154,0.753846153846154,0.230769230769231,0.0153846153846154,306,0.838584195565505,2.0535488668511,65
3.33333333333333,1.57151559454191,0.0789473684210526,0.526315789473684,0.381578947368421,0.0921052631578947,177,1.83432352205832,1.40827109166826,76,3.25,1.6187865497076,0.105263157894737,0.508771929824561,0.368421052631579,0.12280701754386,139,1.53633883405342,1.27343572967073,57
2.5,1.48816821747856,0.137931034482759,0.402298850574713,0.597701149425287,0,126,1.48075153623433,1.33920850029664,87,2.5,1.49900497512438,0.149253731343284,0.388059701492537,0.611940298507463,0,93,1.26630880170261,1.09298375804122,67
3.07179487179487,1.63944541130061,0.0923076923076923,0.461538461538462,0.461538461538462,0.0769230769230769,185,1.72487970806796,1.3653497934364,65,3.07777777777778,1.60116557734205,0.0833333333333333,0.5,0.433333333333333,0.0666666666666667,164,1.61502763446178,1.37858736781644,60
4.19615204015726,2.87982797778256,0.571428571428571,0.012987012987013,0.987012987012987,0,958,0.71647405410211,1.1481804188503,77,5.66666666666667,3.78348296735862,0.644444444444444,0.0222222222222222,0.977777777777778,0,416,0.59925237722718,1.10005244439202,45
2,1.51612903225806,0,0.483870967741935,0.516129032258065,0,211,1.38586630352776,1.54613984745041,62,2,1.51666666666667,0,0.483333333333333,0.516666666666667,0,209,1.36045495312919,1.52138114121093,60
